date,product_id,location_id,platform_id,units_sold,revenue,units_returned,return_rate,discount,year,month,year_month
2021-06-14,1201,3,3,178,4483.82,1,0.0056179775280898875,0.23,2021,6,2021-06
2021-06-14,886,2,2,141,7217.79,3,0.02127659574468085,0.03,2021,6,2021-06
2021-06-14,1202,1,3,161,7341.6,1,0.006211180124223602,0.1,2021,6,2021-06
2021-06-14,1203,3,2,134,4562.7,1,0.007462686567164179,0.09,2021,6,2021-06
2021-06-21,1204,1,1,123,3912.63,2,0.016260162601626018,0.05,2021,6,2021-06
2021-06-21,1205,2,1,162,4037.04,1,0.006172839506172839,0.16,2021,6,2021-06
2021-06-21,1206,1,2,140,1682.8,0,0.0,0.02,2021,6,2021-06
2021-06-21,1207,3,1,136,8131.44,0,0.0,0.07,2021,6,2021-06
2021-06-21,1208,2,2,151,8104.17,1,0.006622516556291391,0.1,2021,6,2021-06
2021-06-21,1209,2,1,139,3590.37,1,0.007194244604316547,0.17,2021,6,2021-06
2021-06-21,1210,3,3,153,2992.68,4,0.026143790849673203,0.1,2021,6,2021-06
2021-06-21,1211,1,2,146,3321.5,0,0.0,0.03,2021,6,2021-06
2021-06-21,1212,1,2,143,2674.1,0,0.0,0.19,2021,6,2021-06
2021-06-21,1213,1,1,152,5370.16,1,0.006578947368421052,0.14,2021,6,2021-06
2021-06-21,1214,2,2,142,7605.52,0,0.0,0.05,2021,6,2021-06
2021-06-21,1215,3,3,168,6311.76,0,0.0,0.09,2021,6,2021-06
2021-06-21,1216,3,2,153,3082.95,2,0.013071895424836602,0.11,2021,6,2021-06
2021-06-21,1217,2,3,153,5722.2,2,0.013071895424836602,0.18,2021,6,2021-06
2021-06-21,1218,2,1,155,7054.05,0,0.0,0.17,2021,6,2021-06
2021-06-21,1108,3,3,147,6390.09,2,0.013605442176870748,0.05,2021,6,2021-06
2021-06-28,1219,2,1,170,9531.9,0,0.0,0.24,2021,6,2021-06
2021-06-28,1220,2,2,154,8160.46,5,0.032467532467532464,0.06,2021,6,2021-06
2021-06-28,1221,3,1,154,2199.12,2,0.012987012987012988,0.05,2021,6,2021-06
2021-06-28,1222,2,1,145,6496.0,0,0.0,0.09,2021,6,2021-06
2021-06-28,1223,3,2,127,4575.81,1,0.007874015748031496,0.19,2021,6,2021-06
2021-06-28,1224,2,3,147,1664.04,4,0.027210884353741496,0.08,2021,6,2021-06
2021-06-28,1225,3,1,166,6538.74,1,0.006024096385542169,0.21,2021,6,2021-06
2021-06-28,1226,1,3,150,6699.0,0,0.0,0.02,2021,6,2021-06
2021-06-28,1227,3,1,160,6540.8,0,0.0,0.16,2021,6,2021-06
2021-06-28,1228,1,3,163,3740.85,1,0.006134969325153374,0.18,2021,6,2021-06
2021-06-28,1229,3,1,119,2252.67,1,0.008403361344537815,0.08,2021,6,2021-06
2021-06-28,1230,3,1,150,3529.5,2,0.013333333333333334,0.01,2021,6,2021-06
2021-06-28,776,3,2,146,7789.1,3,0.02054794520547945,0.19,2021,6,2021-06
2021-06-28,1231,1,3,150,6721.5,1,0.006666666666666667,0.05,2021,6,2021-06
2021-06-28,1232,1,3,134,7130.14,2,0.014925373134328358,0.12,2021,6,2021-06
2021-06-28,1233,1,1,154,4864.86,1,0.006493506493506494,0.2,2021,6,2021-06
2021-07-05,1234,2,3,175,5797.75,3,0.017142857142857144,0.2,2021,7,2021-07
2021-07-05,1235,1,1,152,5075.28,2,0.013157894736842105,0.24,2021,7,2021-07
2021-07-05,1236,2,2,162,5409.18,3,0.018518518518518517,0.16,2021,7,2021-07
2021-07-05,1237,3,2,152,3930.72,1,0.006578947368421052,0.07,2021,7,2021-07
2021-07-05,1238,2,2,123,6227.49,0,0.0,0.03,2021,7,2021-07
2021-07-05,1239,3,2,148,7130.64,2,0.013513513513513514,0.11,2021,7,2021-07
2021-07-05,1240,1,3,154,2744.28,1,0.006493506493506494,0.11,2021,7,2021-07
2021-07-05,1241,2,3,159,4676.19,1,0.006289308176100629,0.04,2021,7,2021-07
2021-07-05,1242,1,2,153,5469.75,2,0.013071895424836602,0.04,2021,7,2021-07
2021-07-05,1243,3,2,165,5705.7,1,0.006060606060606061,0.24,2021,7,2021-07
2021-07-05,1244,1,1,153,6165.9,4,0.026143790849673203,0.02,2021,7,2021-07
2021-07-05,1245,3,1,158,7143.18,1,0.006329113924050633,0.15,2021,7,2021-07
2021-07-05,1246,1,2,150,5875.5,1,0.006666666666666667,0.13,2021,7,2021-07
2021-07-05,1247,3,1,139,3069.12,1,0.007194244604316547,0.13,2021,7,2021-07
2021-07-05,1248,1,2,148,4071.48,0,0.0,0.11,2021,7,2021-07
2021-07-05,1249,3,3,152,2658.48,1,0.006578947368421052,0.14,2021,7,2021-07
2021-07-12,1250,1,3,140,2312.8,0,0.0,0.08,2021,7,2021-07
2021-07-12,1251,2,1,134,5278.26,3,0.022388059701492536,0.02,2021,7,2021-07
2021-07-12,1252,1,2,182,5915.0,2,0.01098901098901099,0.01,2021,7,2021-07
2021-07-12,1253,1,1,147,2989.98,1,0.006802721088435374,0.16,2021,7,2021-07
2021-07-12,1254,3,3,137,5240.25,0,0.0,0.21,2021,7,2021-07
2021-07-12,1255,3,2,161,2535.75,1,0.006211180124223602,0.17,2021,7,2021-07
2021-07-12,1256,2,1,176,7416.64,4,0.022727272727272728,0.1,2021,7,2021-07
2021-07-12,1257,3,3,144,7930.08,2,0.013888888888888888,0.07,2021,7,2021-07
2021-07-12,1258,2,1,148,3663.0,0,0.0,0.0,2021,7,2021-07
2021-07-12,1259,1,3,142,2635.52,2,0.014084507042253521,0.22,2021,7,2021-07
2021-07-12,1260,1,1,130,5548.4,0,0.0,0.24,2021,7,2021-07
2021-07-12,1261,2,1,173,8354.17,2,0.011560693641618497,0.02,2021,7,2021-07
2021-07-12,1262,3,3,140,7072.8,1,0.007142857142857143,0.03,2021,7,2021-07
2021-07-12,1263,1,1,174,10248.6,2,0.011494252873563218,0.25,2021,7,2021-07
2021-07-12,1264,1,3,137,4277.14,1,0.0072992700729927005,0.08,2021,7,2021-07
2021-07-12,1265,2,1,190,8867.3,2,0.010526315789473684,0.0,2021,7,2021-07
2021-07-19,1266,2,1,170,3277.6,2,0.011764705882352941,0.16,2021,7,2021-07
2021-07-19,1267,2,3,157,3549.77,3,0.01910828025477707,0.24,2021,7,2021-07
2021-07-19,1268,1,2,148,4827.76,0,0.0,0.11,2021,7,2021-07
2021-07-19,1269,3,1,147,1636.11,2,0.013605442176870748,0.11,2021,7,2021-07
2021-07-19,1270,3,3,157,8710.36,2,0.012738853503184714,0.0,2021,7,2021-07
2021-07-19,1271,2,1,161,4216.59,3,0.018633540372670808,0.03,2021,7,2021-07
2021-07-19,1272,2,2,149,5854.21,2,0.013422818791946308,0.17,2021,7,2021-07
2021-07-19,1273,1,1,156,5566.08,1,0.00641025641025641,0.2,2021,7,2021-07
2021-07-19,1274,3,3,146,8136.58,2,0.0136986301369863,0.02,2021,7,2021-07
2021-07-19,1275,3,1,147,6465.06,2,0.013605442176870748,0.02,2021,7,2021-07
2021-07-19,1276,1,2,160,2964.8,2,0.0125,0.22,2021,7,2021-07
2021-07-19,1277,1,3,167,6195.7,3,0.017964071856287425,0.23,2021,7,2021-07
2021-07-19,1278,2,3,148,4389.68,1,0.006756756756756757,0.1,2021,7,2021-07
2021-07-19,1279,3,1,141,1902.09,0,0.0,0.17,2021,7,2021-07
2021-07-19,1280,3,3,144,3384.0,3,0.020833333333333332,0.19,2021,7,2021-07
2021-07-19,1281,3,3,139,4659.28,2,0.014388489208633094,0.22,2021,7,2021-07
2021-07-26,1282,2,2,150,7855.5,1,0.006666666666666667,0.0,2021,7,2021-07
2021-07-26,1283,1,3,169,6276.66,1,0.005917159763313609,0.13,2021,7,2021-07
2021-07-26,1284,1,2,151,4668.92,3,0.019867549668874173,0.18,2021,7,2021-07
2021-07-26,1285,3,3,136,4134.4,0,0.0,0.17,2021,7,2021-07
2021-07-26,1286,2,2,155,4791.05,5,0.03225806451612903,0.23,2021,7,2021-07
2021-07-26,1287,3,1,132,7592.64,0,0.0,0.24,2021,7,2021-07
2021-07-26,1288,3,3,150,1653.0,1,0.006666666666666667,0.15,2021,7,2021-07
2021-07-26,1289,2,1,165,7316.1,1,0.006060606060606061,0.17,2021,7,2021-07
2021-07-26,1290,1,3,142,7102.84,2,0.014084507042253521,0.11,2021,7,2021-07
2021-07-26,1291,1,2,154,4812.5,1,0.006493506493506494,0.07,2021,7,2021-07
2021-07-26,1292,2,1,151,4833.51,2,0.013245033112582781,0.02,2021,7,2021-07
2021-07-26,1293,2,1,139,4258.96,1,0.007194244604316547,0.06,2021,7,2021-07
2021-07-26,1294,2,1,145,5344.7,0,0.0,0.05,2021,7,2021-07
2021-07-26,1295,2,2,167,5110.2,1,0.005988023952095809,0.01,2021,7,2021-07
2021-07-26,1296,1,3,152,6893.2,1,0.006578947368421052,0.04,2021,7,2021-07
2021-07-26,1297,2,3,134,2775.14,1,0.007462686567164179,0.02,2021,7,2021-07
2021-08-02,1298,1,3,135,4953.15,0,0.0,0.04,2021,8,2021-08
2021-08-02,1299,3,2,162,6530.22,2,0.012345679012345678,0.08,2021,8,2021-08
2021-08-02,1300,3,3,143,3024.45,1,0.006993006993006993,0.05,2021,8,2021-08
2021-08-02,1301,3,2,156,1653.6,2,0.01282051282051282,0.13,2021,8,2021-08
2021-08-02,1302,2,3,149,8403.6,1,0.006711409395973154,0.21,2021,8,2021-08
2021-08-02,1303,2,3,140,4930.8,1,0.007142857142857143,0.19,2021,8,2021-08
2021-08-02,1304,1,2,127,6388.1,2,0.015748031496062992,0.07,2021,8,2021-08
2021-08-02,1305,2,3,147,7682.22,2,0.013605442176870748,0.13,2021,8,2021-08
2021-08-02,1306,1,3,167,4285.22,1,0.005988023952095809,0.19,2021,8,2021-08
2021-08-02,1307,2,3,146,6748.12,0,0.0,0.1,2021,8,2021-08
2021-08-02,1308,3,3,145,2726.0,1,0.006896551724137931,0.19,2021,8,2021-08
2021-08-02,1309,3,1,148,8746.8,0,0.0,0.1,2021,8,2021-08
2021-08-02,1310,2,1,130,5196.1,1,0.007692307692307693,0.1,2021,8,2021-08
2021-08-02,1311,2,3,124,4369.76,0,0.0,0.04,2021,8,2021-08
2021-08-02,1312,2,2,133,5385.17,0,0.0,0.05,2021,8,2021-08
2021-08-02,1313,2,2,165,4352.7,1,0.006060606060606061,0.05,2021,8,2021-08
2021-08-09,1314,2,1,151,2751.22,2,0.013245033112582781,0.2,2021,8,2021-08
2021-08-09,1315,1,3,134,2480.34,1,0.007462686567164179,0.06,2021,8,2021-08
2021-08-09,1316,1,3,152,8723.28,4,0.02631578947368421,0.03,2021,8,2021-08
2021-08-09,1317,2,3,140,3773.0,3,0.02142857142857143,0.04,2021,8,2021-08
2021-08-09,1318,1,1,143,5479.76,1,0.006993006993006993,0.12,2021,8,2021-08
2021-08-09,1319,3,3,159,6902.19,0,0.0,0.22,2021,8,2021-08
2021-08-09,1320,1,1,135,4301.1,0,0.0,0.1,2021,8,2021-08
2021-08-09,1321,3,1,150,5074.5,1,0.006666666666666667,0.19,2021,8,2021-08
2021-08-09,1322,1,1,157,4826.18,0,0.0,0.19,2021,8,2021-08
2021-08-09,1323,3,3,133,4003.3,1,0.007518796992481203,0.21,2021,8,2021-08
2021-08-09,1324,1,2,156,6132.36,2,0.01282051282051282,0.09,2021,8,2021-08
2021-08-09,1325,2,1,144,8588.16,0,0.0,0.03,2021,8,2021-08
2021-08-09,1326,3,3,167,7099.17,1,0.005988023952095809,0.08,2021,8,2021-08
2021-08-09,1327,2,3,141,4306.14,1,0.0070921985815602835,0.18,2021,8,2021-08
2021-08-09,1328,1,3,176,6186.4,4,0.022727272727272728,0.15,2021,8,2021-08
2021-08-09,1329,1,2,122,6426.96,3,0.02459016393442623,0.06,2021,8,2021-08
2021-08-16,1330,2,1,173,5527.35,4,0.023121387283236993,0.01,2021,8,2021-08
2021-08-16,1331,1,3,149,6629.01,0,0.0,0.12,2021,8,2021-08
2021-08-16,1332,1,3,139,5380.69,1,0.007194244604316547,0.16,2021,8,2021-08
2021-08-16,1333,1,1,154,6893.04,2,0.012987012987012988,0.1,2021,8,2021-08
2021-08-16,1334,3,3,155,8656.75,2,0.012903225806451613,0.03,2021,8,2021-08
2021-08-16,1335,1,3,133,3544.45,0,0.0,0.09,2021,8,2021-08
2021-08-16,1336,2,1,153,1791.63,3,0.0196078431372549,0.08,2021,8,2021-08
2021-08-16,1337,2,2,157,7050.87,0,0.0,0.08,2021,8,2021-08
2021-08-16,1338,2,1,141,8321.82,0,0.0,0.12,2021,8,2021-08
2021-08-16,1339,2,2,135,5255.55,3,0.022222222222222223,0.02,2021,8,2021-08
2021-08-16,1340,3,3,145,7109.35,2,0.013793103448275862,0.19,2021,8,2021-08
2021-08-16,1341,3,1,154,6381.76,5,0.032467532467532464,0.14,2021,8,2021-08
2021-08-16,1342,3,3,159,8525.58,0,0.0,0.05,2021,8,2021-08
2021-08-16,1343,1,2,149,7667.54,2,0.013422818791946308,0.11,2021,8,2021-08
2021-08-16,1344,3,1,151,6154.76,0,0.0,0.21,2021,8,2021-08
2021-08-16,1345,3,2,153,2786.13,4,0.026143790849673203,0.03,2021,8,2021-08
2021-08-23,1346,2,1,146,2711.22,2,0.0136986301369863,0.17,2021,8,2021-08
2021-08-23,1347,1,2,155,8475.4,1,0.0064516129032258064,0.1,2021,8,2021-08
2021-08-23,1348,3,1,149,7923.82,1,0.006711409395973154,0.23,2021,8,2021-08
2021-08-23,1349,3,3,165,9329.1,2,0.012121212121212121,0.06,2021,8,2021-08
2021-08-23,1350,2,2,142,1458.34,1,0.007042253521126761,0.14,2021,8,2021-08
2021-08-23,1351,3,1,143,7517.51,3,0.02097902097902098,0.15,2021,8,2021-08
2021-08-23,1352,1,1,141,4586.73,1,0.0070921985815602835,0.0,2021,8,2021-08
2021-08-23,1353,3,1,156,7302.36,0,0.0,0.14,2021,8,2021-08
2021-08-23,1354,1,2,133,3158.75,1,0.007518796992481203,0.02,2021,8,2021-08
2021-08-23,1355,3,3,152,6995.04,1,0.006578947368421052,0.16,2021,8,2021-08
2021-08-23,1356,1,1,160,6699.2,0,0.0,0.14,2021,8,2021-08
2021-08-23,1357,3,2,157,8969.41,2,0.012738853503184714,0.2,2021,8,2021-08
2021-08-23,1358,2,2,141,3809.82,1,0.0070921985815602835,0.12,2021,8,2021-08
2021-08-23,1359,1,3,150,8833.5,3,0.02,0.03,2021,8,2021-08
2021-08-23,1360,3,2,170,7862.5,2,0.011764705882352941,0.11,2021,8,2021-08
2021-08-23,1361,1,2,144,5603.04,2,0.013888888888888888,0.12,2021,8,2021-08
2021-08-30,1362,3,1,142,2014.98,1,0.007042253521126761,0.01,2021,8,2021-08
2021-08-30,1363,2,2,128,6483.2,2,0.015625,0.01,2021,8,2021-08
2021-08-30,1364,1,1,141,4829.25,1,0.0070921985815602835,0.08,2021,8,2021-08
2021-08-30,1365,1,2,146,2296.58,1,0.00684931506849315,0.25,2021,8,2021-08
2021-08-30,1366,3,3,144,4059.36,1,0.006944444444444444,0.21,2021,8,2021-08
2021-08-30,1367,2,1,158,8264.98,1,0.006329113924050633,0.18,2021,8,2021-08
2021-08-30,1368,1,3,135,7938.0,1,0.007407407407407408,0.06,2021,8,2021-08
2021-08-30,1369,3,1,152,5447.68,1,0.006578947368421052,0.2,2021,8,2021-08
2021-08-30,1370,1,1,119,4614.82,2,0.01680672268907563,0.24,2021,8,2021-08
2021-08-30,1371,2,1,140,2808.4,3,0.02142857142857143,0.23,2021,8,2021-08
2021-08-30,1372,1,3,160,5635.2,1,0.00625,0.12,2021,8,2021-08
2021-08-30,1373,2,3,150,2488.5,2,0.013333333333333334,0.22,2021,8,2021-08
2021-08-30,1374,2,1,147,4189.5,2,0.013605442176870748,0.19,2021,8,2021-08
2021-08-30,1375,2,3,160,3236.8,1,0.00625,0.08,2021,8,2021-08
2021-08-30,1376,1,3,144,3811.68,1,0.006944444444444444,0.03,2021,8,2021-08
2021-08-30,1377,3,1,154,2086.7,2,0.012987012987012988,0.12,2021,8,2021-08
2021-09-06,1378,1,3,150,3667.5,4,0.02666666666666667,0.02,2021,9,2021-09
2021-09-06,1379,3,3,146,7241.6,2,0.0136986301369863,0.08,2021,9,2021-09
2021-09-06,1380,1,3,134,2310.16,0,0.0,0.2,2021,9,2021-09
2021-09-06,1381,3,2,151,4990.55,1,0.006622516556291391,0.08,2021,9,2021-09
2021-09-06,1382,1,2,174,9476.04,2,0.011494252873563218,0.12,2021,9,2021-09
2021-09-06,1383,3,2,168,9759.12,2,0.011904761904761904,0.1,2021,9,2021-09
2021-09-06,1384,2,2,140,5045.6,2,0.014285714285714285,0.07,2021,9,2021-09
2021-09-06,1385,1,3,152,3974.8,2,0.013157894736842105,0.12,2021,9,2021-09
2021-09-06,1386,1,2,147,8537.76,2,0.013605442176870748,0.13,2021,9,2021-09
2021-09-06,1387,1,1,147,4462.92,1,0.006802721088435374,0.1,2021,9,2021-09
2021-09-06,1388,3,2,151,2527.74,0,0.0,0.12,2021,9,2021-09
2021-09-06,1389,2,2,134,5393.5,1,0.007462686567164179,0.16,2021,9,2021-09
2021-09-06,1390,1,3,170,8238.2,4,0.023529411764705882,0.09,2021,9,2021-09
2021-09-06,1391,2,1,137,3326.36,3,0.021897810218978103,0.07,2021,9,2021-09
2021-09-06,1392,1,3,113,2678.1,0,0.0,0.05,2021,9,2021-09
2021-09-06,904,1,1,162,1666.98,1,0.006172839506172839,0.11,2021,9,2021-09
2021-09-13,1393,1,3,133,5998.3,2,0.015037593984962405,0.18,2021,9,2021-09
2021-09-13,1394,1,2,162,2374.92,4,0.024691358024691357,0.18,2021,9,2021-09
2021-09-13,1395,1,2,156,8935.68,2,0.01282051282051282,0.11,2021,9,2021-09
2021-09-13,1396,2,1,149,2056.2,2,0.013422818791946308,0.13,2021,9,2021-09
2021-09-13,1397,1,1,161,8927.45,0,0.0,0.24,2021,9,2021-09
2021-09-13,1398,1,2,146,3864.62,3,0.02054794520547945,0.13,2021,9,2021-09
2021-09-13,1399,3,2,164,2402.6,2,0.012195121951219513,0.15,2021,9,2021-09
2021-09-13,1400,2,1,141,7948.17,3,0.02127659574468085,0.1,2021,9,2021-09
2021-09-13,1401,1,2,146,4934.8,3,0.02054794520547945,0.03,2021,9,2021-09
2021-09-13,1402,1,3,148,4197.28,0,0.0,0.0,2021,9,2021-09
2021-09-13,1403,1,2,150,4011.0,2,0.013333333333333334,0.17,2021,9,2021-09
2021-09-13,1404,1,1,157,8751.18,1,0.006369426751592357,0.12,2021,9,2021-09
2021-09-13,1405,3,2,138,1672.56,0,0.0,0.16,2021,9,2021-09
2021-09-13,1406,3,1,143,3769.48,0,0.0,0.06,2021,9,2021-09
2021-09-13,1407,3,3,160,5230.4,2,0.0125,0.13,2021,9,2021-09
2021-09-13,1408,1,2,155,1897.2,1,0.0064516129032258064,0.07,2021,9,2021-09
2021-09-20,1409,2,3,135,3441.15,2,0.014814814814814815,0.13,2021,9,2021-09
2021-09-20,1410,1,2,146,3914.26,1,0.00684931506849315,0.07,2021,9,2021-09
2021-09-20,1411,3,3,147,6773.76,3,0.02040816326530612,0.02,2021,9,2021-09
2021-09-20,1412,3,3,159,8110.59,1,0.006289308176100629,0.1,2021,9,2021-09
2021-09-20,1413,2,1,150,5538.0,4,0.02666666666666667,0.14,2021,9,2021-09
2021-09-20,1414,3,3,169,8461.83,0,0.0,0.24,2021,9,2021-09
2021-09-20,1415,3,2,141,7378.53,2,0.014184397163120567,0.13,2021,9,2021-09
2021-09-20,1416,1,3,135,6289.65,1,0.007407407407407408,0.04,2021,9,2021-09
2021-09-20,1417,1,3,141,6404.22,1,0.0070921985815602835,0.09,2021,9,2021-09
2021-09-20,1418,2,3,131,3732.19,2,0.015267175572519083,0.16,2021,9,2021-09
2021-09-20,1419,1,2,139,5672.59,0,0.0,0.11,2021,9,2021-09
2021-09-20,1420,2,1,175,3570.0,3,0.017142857142857144,0.08,2021,9,2021-09
2021-09-20,1421,2,1,157,5033.42,1,0.006369426751592357,0.18,2021,9,2021-09
2021-09-20,1422,1,1,139,8173.2,1,0.007194244604316547,0.08,2021,9,2021-09
2021-09-20,1423,1,3,156,8138.52,0,0.0,0.19,2021,9,2021-09
2021-09-20,1424,1,1,165,8713.65,1,0.006060606060606061,0.03,2021,9,2021-09
2021-09-27,1425,1,2,166,2309.06,3,0.018072289156626505,0.2,2021,9,2021-09
2021-09-27,1426,2,1,136,6030.24,2,0.014705882352941176,0.13,2021,9,2021-09
2021-09-27,1427,2,2,147,3563.28,1,0.006802721088435374,0.13,2021,9,2021-09
2021-09-27,1428,2,3,162,6329.34,0,0.0,0.2,2021,9,2021-09
2021-09-27,1429,3,1,128,5730.56,3,0.0234375,0.1,2021,9,2021-09
2021-09-27,1430,1,3,142,3554.26,1,0.007042253521126761,0.14,2021,9,2021-09
2021-09-27,1431,3,3,151,8398.62,1,0.006622516556291391,0.07,2021,9,2021-09
2021-09-27,1432,2,2,152,9109.36,2,0.013157894736842105,0.06,2021,9,2021-09
2021-09-27,1433,1,3,146,1527.16,1,0.00684931506849315,0.12,2021,9,2021-09
2021-09-27,1434,3,1,142,3557.1,1,0.007042253521126761,0.04,2021,9,2021-09
2021-09-27,1435,2,2,140,2791.6,0,0.0,0.13,2021,9,2021-09
2021-09-27,1436,1,3,156,2421.12,0,0.0,0.12,2021,9,2021-09
2021-09-27,1437,2,1,153,5566.14,3,0.0196078431372549,0.13,2021,9,2021-09
2021-09-27,1438,2,2,152,4572.16,2,0.013157894736842105,0.24,2021,9,2021-09
2021-09-27,1439,3,1,142,4490.04,2,0.014084507042253521,0.21,2021,9,2021-09
2021-09-27,1440,3,3,138,3385.14,1,0.007246376811594203,0.07,2021,9,2021-09
2021-10-04,1441,3,3,158,1587.9,0,0.0,0.18,2021,10,2021-10
2021-10-04,1442,2,2,132,3828.0,0,0.0,0.12,2021,10,2021-10
2021-10-04,1443,1,2,143,4637.49,0,0.0,0.16,2021,10,2021-10
2021-10-04,1444,2,3,138,3147.78,3,0.021739130434782608,0.1,2021,10,2021-10
2021-10-04,1445,3,2,156,6892.08,2,0.01282051282051282,0.0,2021,10,2021-10
2021-10-04,1446,3,2,149,8601.77,3,0.020134228187919462,0.23,2021,10,2021-10
2021-10-04,1447,1,2,150,4987.5,3,0.02,0.17,2021,10,2021-10
2021-10-04,1448,2,3,139,7055.64,3,0.02158273381294964,0.24,2021,10,2021-10
2021-10-04,1449,3,2,142,2216.62,2,0.014084507042253521,0.07,2021,10,2021-10
2021-10-04,1450,2,2,154,2975.28,1,0.006493506493506494,0.02,2021,10,2021-10
2021-10-04,1451,3,1,150,4113.0,2,0.013333333333333334,0.04,2021,10,2021-10
2021-10-04,1452,1,3,149,4675.62,0,0.0,0.24,2021,10,2021-10
2021-10-04,1453,2,1,151,5713.84,1,0.006622516556291391,0.23,2021,10,2021-10
2021-10-04,1454,3,2,149,6027.05,0,0.0,0.07,2021,10,2021-10
2021-10-04,1455,3,2,151,2082.29,2,0.013245033112582781,0.17,2021,10,2021-10
2021-10-04,1456,1,1,138,6350.76,1,0.007246376811594203,0.13,2021,10,2021-10
2021-10-11,1457,1,2,143,8145.28,0,0.0,0.17,2021,10,2021-10
2021-10-11,1458,2,1,149,2193.28,4,0.026845637583892617,0.25,2021,10,2021-10
2021-10-11,1459,2,2,129,3632.64,1,0.007751937984496124,0.21,2021,10,2021-10
2021-10-11,1460,1,2,148,7210.56,2,0.013513513513513514,0.01,2021,10,2021-10
2021-10-11,1461,3,2,137,3753.8,1,0.0072992700729927005,0.12,2021,10,2021-10
2021-10-11,1462,2,3,132,1540.44,3,0.022727272727272728,0.12,2021,10,2021-10
2021-10-11,1463,3,2,159,6719.34,0,0.0,0.21,2021,10,2021-10
2021-10-11,1464,1,2,150,5901.0,0,0.0,0.21,2021,10,2021-10
2021-10-11,1465,2,1,157,4546.72,2,0.012738853503184714,0.09,2021,10,2021-10
2021-10-11,1466,3,1,168,8608.32,0,0.0,0.1,2021,10,2021-10
2021-10-11,1467,3,1,125,3626.25,2,0.016,0.08,2021,10,2021-10
2021-10-11,1468,3,1,159,3348.54,2,0.012578616352201259,0.07,2021,10,2021-10
2021-10-11,1469,1,3,135,7720.65,0,0.0,0.2,2021,10,2021-10
2021-10-11,1470,3,3,147,7283.85,0,0.0,0.13,2021,10,2021-10
2021-10-11,1471,3,1,159,3680.85,1,0.006289308176100629,0.09,2021,10,2021-10
2021-10-11,1472,1,2,144,4309.92,2,0.013888888888888888,0.0,2021,10,2021-10
2021-10-18,1473,3,1,137,5847.16,2,0.014598540145985401,0.19,2021,10,2021-10
2021-10-18,1474,2,3,150,7029.0,1,0.006666666666666667,0.17,2021,10,2021-10
2021-10-18,1475,2,3,169,9992.97,2,0.011834319526627219,0.22,2021,10,2021-10
2021-10-18,1476,3,1,174,3396.48,0,0.0,0.11,2021,10,2021-10
2021-10-18,1477,3,3,146,4280.72,2,0.0136986301369863,0.08,2021,10,2021-10
2021-10-18,1478,2,3,166,4858.82,2,0.012048192771084338,0.04,2021,10,2021-10
2021-10-18,1479,1,2,132,3208.92,3,0.022727272727272728,0.05,2021,10,2021-10
2021-10-18,1480,3,3,150,2491.5,2,0.013333333333333334,0.09,2021,10,2021-10
2021-10-18,1481,3,2,161,6357.89,1,0.006211180124223602,0.05,2021,10,2021-10
2021-10-18,1482,3,3,136,2888.64,1,0.007352941176470588,0.13,2021,10,2021-10
2021-10-18,1483,1,3,176,7406.08,2,0.011363636363636364,0.2,2021,10,2021-10
2021-10-18,1484,1,1,141,1686.36,2,0.014184397163120567,0.08,2021,10,2021-10
2021-10-18,1485,2,2,122,5527.82,1,0.00819672131147541,0.2,2021,10,2021-10
2021-10-18,1486,3,2,157,2826.0,2,0.012738853503184714,0.1,2021,10,2021-10
2021-10-18,1487,3,3,177,6260.49,2,0.011299435028248588,0.08,2021,10,2021-10
2021-10-18,1488,1,1,163,5302.39,1,0.006134969325153374,0.07,2021,10,2021-10
2021-10-25,1489,3,1,146,8520.56,1,0.00684931506849315,0.11,2021,10,2021-10
2021-10-25,1490,3,2,164,6166.4,2,0.012195121951219513,0.06,2021,10,2021-10
2021-10-25,1491,3,3,151,7405.04,2,0.013245033112582781,0.05,2021,10,2021-10
2021-10-25,1492,1,3,162,3018.06,1,0.006172839506172839,0.0,2021,10,2021-10
2021-10-25,1493,2,1,145,2813.0,1,0.006896551724137931,0.21,2021,10,2021-10
2021-10-25,1494,1,3,139,4856.66,1,0.007194244604316547,0.05,2021,10,2021-10
2021-10-25,1495,3,3,137,6644.5,2,0.014598540145985401,0.12,2021,10,2021-10
2021-10-25,1496,3,2,159,9271.29,1,0.006289308176100629,0.21,2021,10,2021-10
2021-10-25,1497,3,2,137,2318.04,1,0.0072992700729927005,0.19,2021,10,2021-10
2021-10-25,1498,2,2,161,6477.03,0,0.0,0.17,2021,10,2021-10
2021-10-25,1499,3,2,143,1497.21,3,0.02097902097902098,0.01,2021,10,2021-10
2021-10-25,1500,1,2,157,6970.8,1,0.006369426751592357,0.2,2021,10,2021-10
2021-10-25,1501,2,3,144,4980.96,0,0.0,0.19,2021,10,2021-10
2021-10-25,1502,1,1,141,8400.78,1,0.0070921985815602835,0.05,2021,10,2021-10
2021-10-25,1503,1,1,172,10068.88,3,0.01744186046511628,0.24,2021,10,2021-10
2021-10-25,1504,2,1,139,6677.56,0,0.0,0.25,2021,10,2021-10
2021-11-01,1505,3,1,160,3004.8,3,0.01875,0.11,2021,11,2021-11
2021-11-01,1506,3,3,149,8904.24,2,0.013422818791946308,0.1,2021,11,2021-11
2021-11-01,1507,2,2,145,6493.1,1,0.006896551724137931,0.23,2021,11,2021-11
